	CTX-M-130	CTX-M-121	CTX-M-155	CTX-M-42	CTX-M-112	CTX-M-50	CTX-M-24	CTX-M-19	CTX-M-38	CTX-M-58	CTX-M-56	CTX-M-88	CTX-M-126	CTX-M-107	CTX-M-11	CTX-M-125	CTX-M-101	CTX-M-36	CTX-M-35	CTX-M-159	CTX-M-151	CTX-M-25	CTX-M-147	CTX-M-1	CTX-M-94	CTX-M-30	CTX-M-76	CTX-M-69	CTX-M-9	CTX-M-82	CTX-M-47	CTX-M-117	CTX-M-41	CTX-M-20	CTX-M-122	CTX-M-34	CTX-M-65	CTX-M-137	CTX-M-123	CTX-M-40	CTX-M-98	CTX-M-49	CTX-M-81	CTX-M-100	CTX-M-8	CTX-M-48	CTX-M-55	CTX-M-31	CTX-M-87	CTX-M-158	CTX-M-68	CTX-M-102	CTX-M-14	CTX-M-108	CTX-M-142	CTX-M-99	CTX-M-131	CTX-M-93	CTX-M-139	CTX-M-113	CTX-M-77	CTX-M-61	CTX-M-4	CTX-M-86	CTX-M-54	CTX-M-22	CTX-M-114	CTX-M-141	CTX-M-7	CTX-M-21	CTX-M-64	CTX-M-124	CTX-M-39	CTX-M-105	CTX-M-28	CTX-M-6	CTX-M-33	CTX-M-96	CTX-M-157	CTX-M-46	CTX-M-67	CTX-M-110	CTX-M-109	CTX-M-80	CTX-M-85	CTX-M-3	CTX-M-52	CTX-M-132	CTX-M-26	CTX-M-60	CTX-M-92	CTX-M-74	CTX-M-103	CTX-M-13	CTX-M-78	CTX-M-44	CTX-M-63	CTX-M-32	CTX-M-84	CTX-M-16	CTX-M-152	CTX-M-156	CTX-M-95	CTX-M-71	CTX-M-53	CTX-M-2	CTX-M-79	CTX-M-5	CTX-M-90	CTX-M-66	CTX-M-45	CTX-M-23	CTX-M-144	CTX-M-115	CTX-M-106	CTX-M-12	CTX-M-134	CTX-M-27	CTX-M-59	CTX-M-91	CTX-M-75	CTX-M-72	CTX-M-116	CTX-M-111	CTX-M-51	CTX-M-17	CTX-M-136	CTX-M-29	CTX-M-43	CTX-M-148	CTX-M-10	CTX-M-160	CTX-M-83	CTX-M-89	CTX-M-129	CTX-M-37	CTX-M-104	CTX-M-62	CTX-M-15	CTX-M-161	CTX-M-162	CTX-M-163	CTX-M-164	CTX-M-165	CTX-M-166	CTX-M-127	CTX-M-138	CTX-M-140	CTX-M-143	CTX-M-146	CTX-M-150	CTX-M-153	CTX-M-154	CTX-M-167	CTX-M-168	CTX-M-169	CTX-M-170	CTX-M-171	CTX-M-172	CTX-M-173	CTX-M-174	CTX-M-175	CTX-M-176	CTX-M-177	CTX-M-178	CTX-M-179	CTX-M-180	CTX-M-181	CTX-M-182	CTX-M-183	CTX-M-184	CTX-M-185	CTX-M-186	CTX-M-187	CTX-M-188	CTX-M-189	CTX-M-190	CTX-M-191	CTX-M-192	CTX-M-193	CTX-M-194	CTX-M-195	CTX-M-196	CTX-M-197	CTX-M-198	CTX-M-199	CTX-M-200	CTX-M-201	CTX-M-202	CTX-M-203	CTX-M-204	CTX-M-205	CTX-M-206	CTX-M-207	CTX-M-208	CTX-M-209	CTX-M-210	CTX-M-211	CTX-M-212	CTX-M-213	CTX-M-214	CTX-M-215	CTX-M-216	CTX-M-217	CTX-M-218	CTX-M-219	CTX-M-220	CTX-M-221	CTX-M-222	CTX-M-223	CTX-M-224	CTX-M-225	CTX-M-226	CTX-M-227	CTX-M-228	CTX-M-229	CTX-M-230	CTX-M-231	CTX-M-232	CTX-M-233	CTX-M-234	CTX-M-235	CTX-M-236	CTX-M-237	CTX-M-238	CTX-M-239	CTX-M-240	CTX-M-241	CTX-M-242	CTX-M-244	CTX-M-73	CTX-M-97
CTX-M-162	233	232	6	2	231	231	231	231	231	12	230	3	232	19	35	232	3	10	230	232	399	220	232	11	219	12	228	5	232	3	231	3	219	229	231	23	232	167	87	225	232	232	233	219	221	230	3	230	232	12	28	232	230	19	3	232	230	232	3	231	228	10	237	231	2	2	4	230	236	236	116	231	218	233	4	233	3	10	3	232	231	236	18	3	231	1	3	62	219	10	230	234	3	231	221	230	226	12	231	233	222	3	227	3	26	229	4	229	231	2	241	10	4	232	237	9	232	231	230	220	233	2	6	231	233	231	4	9	231	233	22	219	230	219	232	20	231	10	2	230	0	1	4	229	12	3	13	231	3	12	6	88	3	2	231	12	3	230	3	3	231	12	3	5	3	4	3	3	3	3	3	222	3	5	3	3	4	231	232	3	3	232	232	3	231	118	230	231	3	2	2	222	9	4	3	3	3	10	6	230	233	233	3	220	3	233	2	165	12	233	3	3	4	5	3	232	4	3	3	232	90	231	2	3	3	233	232	235	232	3	232	229
CTX-M-163	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	400	219	233	12	218	13	229	4	233	2	232	2	218	230	232	24	233	166	86	226	231	233	234	218	222	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	219	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	220	11	231	235	2	232	222	231	227	11	232	232	223	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	221	234	3	7	232	234	232	5	8	230	234	23	218	231	220	231	21	232	11	1	231	1	0	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	223	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	223	10	3	2	2	2	11	7	231	234	234	2	219	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	230
CTX-M-164	235	232	6	4	233	233	233	233	233	12	232	3	234	19	37	234	3	12	232	232	400	220	232	11	221	14	230	3	234	3	233	3	221	231	233	25	232	167	87	229	230	234	235	221	225	232	1	232	232	12	30	232	232	19	3	234	230	232	3	233	230	10	239	233	4	4	2	232	238	238	116	233	222	231	4	235	3	10	3	234	233	238	18	5	233	3	3	62	223	10	232	236	3	233	225	232	230	10	233	233	226	3	229	3	24	231	2	231	231	4	243	10	2	234	239	11	232	231	232	222	235	4	6	233	233	233	4	9	231	233	24	219	232	221	232	22	233	12	2	232	4	3	0	231	12	3	13	233	3	12	6	88	3	4	233	12	3	232	3	3	231	12	3	7	3	2	3	3	3	3	3	226	3	7	3	3	2	233	232	3	3	232	232	3	233	118	232	233	3	4	4	226	11	2	3	3	3	12	6	232	235	235	3	222	3	235	4	167	12	233	3	3	2	3	3	234	2	3	3	232	88	233	4	3	3	233	232	235	232	3	234	232
CTX-M-165	208	209	232	229	206	208	208	208	208	233	4	230	207	243	255	209	230	231	4	209	375	207	209	232	206	230	9	231	209	230	208	230	206	4	207	229	209	204	220	214	209	209	210	206	212	207	230	4	209	233	222	209	207	243	228	209	4	209	230	208	11	232	20	208	229	228	231	4	24	209	214	8	205	210	230	17	230	231	230	207	208	211	242	229	208	228	230	220	204	231	4	141	230	209	209	4	215	233	208	210	209	230	12	230	232	3	230	10	208	229	215	229	231	9	212	230	209	208	4	205	142	228	229	208	210	207	229	230	5	210	228	206	208	206	209	227	208	231	229	206	229	230	231	0	233	230	234	208	230	233	233	221	230	229	208	231	230	4	230	230	208	233	230	229	230	231	230	230	230	230	230	209	230	231	230	230	231	208	209	230	230	209	209	229	207	216	4	208	230	229	229	210	231	231	230	230	229	237	231	208	210	210	230	207	230	210	229	204	233	210	229	228	229	232	230	7	231	230	230	209	220	208	229	230	230	210	209	213	209	230	207	4
CTX-M-166	237	236	16	12	235	235	235	235	235	2	234	13	236	26	44	236	13	2	234	236	397	219	234	1	220	17	232	11	236	13	235	13	220	233	235	25	234	173	95	230	234	236	237	220	226	234	11	234	234	2	32	236	234	26	13	236	234	236	13	235	232	2	241	235	12	10	12	234	240	240	122	235	219	235	10	237	13	18	13	236	235	240	24	13	235	11	11	72	220	16	234	239	13	235	222	234	231	2	235	237	223	13	231	13	26	233	10	233	233	12	245	7	12	236	241	17	236	235	234	219	238	12	8	235	235	233	12	13	235	235	24	218	234	218	236	20	235	14	12	234	12	13	12	233	0	13	3	235	13	2	16	96	13	12	235	18	13	234	13	13	235	2	13	15	13	12	13	13	13	13	13	222	13	15	13	13	12	235	236	13	13	236	236	13	235	124	234	235	13	12	12	223	17	12	13	13	13	20	14	234	237	237	13	221	13	237	12	171	2	237	13	13	12	13	13	236	12	13	13	236	96	235	12	13	13	237	236	237	236	13	236	234
CTX-M-127	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	233	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	0	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	1	2	2	2	225	2	6	2	2	3	230	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	232	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-138	238	237	17	13	236	236	236	236	236	3	235	14	237	27	43	237	14	3	235	237	399	221	235	2	222	18	233	12	237	14	236	14	222	234	236	26	235	174	96	231	235	237	238	222	227	235	12	235	235	3	33	237	235	27	14	237	235	237	14	236	233	3	242	236	13	11	13	235	241	241	123	236	221	236	11	238	14	19	14	237	236	241	25	14	236	12	12	73	222	17	235	240	14	236	224	235	232	3	236	238	225	14	232	14	27	234	11	234	234	13	246	8	13	237	242	18	237	236	235	221	239	13	9	236	236	234	13	14	236	236	25	220	235	220	237	21	236	15	13	235	13	14	13	234	3	14	0	236	14	3	17	97	14	13	236	19	14	235	14	14	236	3	14	16	14	13	14	14	14	14	14	224	14	16	14	14	13	236	237	14	14	237	237	14	236	125	235	236	14	13	13	225	18	13	14	14	14	21	15	235	238	238	14	223	14	238	13	172	3	238	14	14	13	14	14	237	13	14	14	237	97	236	13	14	14	238	237	238	237	14	237	235
CTX-M-140	4	1	233	231	2	2	2	2	2	235	207	232	3	244	255	3	232	233	207	3	357	201	3	234	200	232	206	232	5	230	2	232	200	206	3	228	3	66	146	197	3	3	5	200	190	2	232	207	3	235	227	3	1	244	232	3	207	3	232	2	207	233	213	2	231	231	233	207	213	10	117	206	199	4	232	208	232	235	232	4	2	8	242	231	2	230	232	171	198	235	207	207	232	5	199	207	198	235	2	6	200	230	208	232	231	206	233	205	2	231	14	233	233	207	9	234	3	2	207	201	209	231	231	2	6	3	231	233	208	4	227	200	2	200	3	232	2	233	231	3	231	232	233	208	235	232	236	0	232	235	235	145	232	231	2	232	232	207	232	232	3	235	232	230	232	233	232	232	232	232	232	198	232	230	232	232	233	2	3	230	230	3	3	231	2	117	207	2	232	231	231	199	232	233	232	232	230	239	232	4	4	4	232	201	232	6	231	68	235	4	231	230	233	234	232	208	233	231	232	3	147	2	231	232	232	4	3	8	3	232	3	207
CTX-M-143	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	0	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	229	236	231	2	233	231
CTX-M-146	237	236	16	12	235	235	235	235	235	2	234	13	236	24	44	236	13	2	234	236	398	220	234	1	221	17	232	11	236	13	235	13	221	233	235	25	234	173	95	230	234	236	237	221	226	234	11	234	234	2	32	236	234	26	13	236	234	236	13	235	232	2	241	235	12	10	12	234	240	240	122	235	220	235	10	237	13	18	13	236	235	240	24	13	235	11	11	72	221	16	234	239	13	235	223	234	231	2	235	237	224	13	231	13	26	233	10	233	233	12	245	7	12	236	239	17	236	235	234	220	238	12	8	235	235	233	12	13	235	235	24	219	234	219	236	20	235	14	12	234	12	13	12	233	2	13	3	235	13	0	16	96	13	12	235	18	13	234	13	13	235	2	13	15	13	12	13	13	13	13	13	223	13	15	13	13	12	235	234	13	13	236	236	13	235	124	234	235	13	10	12	224	17	12	13	13	13	20	14	234	237	237	13	222	13	237	12	171	2	237	13	13	12	13	13	236	12	13	13	236	96	235	12	13	13	235	236	237	236	13	236	234
CTX-M-150	237	234	8	6	235	235	235	235	235	16	234	5	236	21	39	236	5	14	234	234	404	223	236	15	222	16	232	7	236	5	235	5	222	233	235	27	236	169	89	230	234	236	237	222	226	234	5	234	236	16	32	234	234	21	5	236	232	234	5	235	232	14	241	235	6	6	6	234	240	240	118	235	223	235	6	237	5	12	5	236	235	240	20	7	235	5	7	64	224	14	234	238	5	235	226	234	231	14	235	235	227	5	231	5	28	233	6	233	235	6	245	14	6	236	241	13	234	233	234	225	237	6	10	235	237	235	8	11	233	237	26	222	234	224	234	24	235	14	4	234	6	5	6	233	16	5	17	235	5	16	0	90	5	6	235	14	5	234	5	5	233	16	5	9	5	6	5	5	5	5	5	227	5	9	5	5	6	235	234	5	5	234	234	5	235	120	234	235	5	6	6	227	13	6	5	5	5	14	10	234	237	237	5	223	5	237	6	169	16	235	5	5	6	7	5	236	6	5	5	234	92	235	6	5	5	235	234	239	234	5	236	234
CTX-M-153	147	144	88	88	145	145	145	145	145	96	222	87	146	103	120	146	87	94	222	144	393	219	146	95	218	96	219	89	146	85	145	87	218	221	146	100	146	147	1	222	144	146	147	218	216	144	87	222	146	96	95	144	144	103	87	146	220	144	87	145	222	94	227	145	88	88	88	222	227	150	52	223	219	145	88	225	87	93	87	146	145	150	102	89	145	87	89	46	218	95	222	234	87	147	217	222	223	94	145	145	219	87	221	87	101	221	88	220	145	88	157	96	88	224	151	94	144	143	222	221	234	88	92	145	147	145	90	93	221	147	99	218	144	220	144	97	145	95	86	145	88	87	88	221	96	87	97	145	87	96	90	0	87	88	145	95	87	222	87	87	143	96	87	90	87	88	87	87	87	87	87	218	87	91	87	87	88	145	144	87	87	144	144	86	145	54	222	145	87	88	88	218	94	88	87	87	87	96	92	146	147	147	87	219	87	147	88	149	96	145	87	85	88	89	87	223	88	87	87	144	26	145	88	87	87	145	144	151	144	87	146	222
CTX-M-154	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	0	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-167	233	232	6	2	231	231	231	231	231	12	230	3	232	19	35	232	3	10	230	232	400	222	232	11	221	12	228	5	232	3	231	3	221	229	231	21	232	167	87	227	232	232	233	221	223	230	3	230	232	12	28	232	230	19	3	232	230	232	3	231	228	10	237	231	2	2	4	230	236	236	116	231	220	233	4	233	3	10	3	232	231	236	18	3	231	1	3	62	221	10	230	234	3	231	223	230	228	12	231	233	224	3	227	1	26	229	4	229	231	2	241	10	4	232	237	9	232	231	230	222	233	2	6	231	233	231	4	9	231	233	22	221	230	221	232	20	231	10	2	230	2	3	4	229	12	3	13	231	3	12	6	88	3	0	231	12	3	230	3	3	231	12	3	5	3	4	3	3	3	3	3	224	3	5	3	3	4	231	232	3	3	232	232	3	231	118	230	231	3	2	2	224	9	4	3	3	3	10	6	230	233	233	3	222	3	233	2	165	12	233	3	3	4	5	3	232	4	3	3	232	90	231	2	3	3	233	232	235	232	3	232	230
CTX-M-168	4	3	233	231	2	2	2	2	2	235	207	232	3	244	255	3	232	233	207	3	359	201	3	234	200	232	206	232	5	230	2	232	200	206	3	228	3	66	146	197	3	3	5	200	192	2	232	207	2	235	227	3	1	244	232	3	207	3	232	2	207	233	213	2	229	231	233	207	213	10	117	206	199	4	232	208	232	235	232	4	2	8	242	231	2	230	232	171	198	235	207	207	232	5	199	207	198	235	2	6	200	230	208	232	231	206	233	205	2	231	14	233	233	207	9	234	3	2	207	201	209	231	231	2	6	3	231	233	208	4	227	200	2	200	3	232	2	233	231	3	231	232	233	208	235	232	236	2	232	235	235	145	232	231	0	232	232	207	232	232	3	235	232	230	232	233	232	232	232	232	232	198	232	230	232	232	233	2	3	232	230	3	3	231	2	119	207	2	232	231	231	199	232	233	232	232	230	239	232	4	6	4	232	201	232	6	231	68	235	4	231	230	233	234	232	208	233	231	232	3	147	2	231	232	232	4	3	8	3	232	3	207
CTX-M-169	234	231	14	12	232	232	232	232	232	18	232	11	233	27	45	233	11	16	232	231	399	216	233	17	215	12	230	13	233	11	232	11	215	231	232	25	233	171	94	229	231	233	234	215	225	231	11	232	233	18	30	231	231	27	11	233	230	231	11	232	230	16	239	232	12	12	12	232	238	237	122	233	216	232	12	235	11	6	11	233	232	237	26	13	232	11	13	70	217	8	232	234	11	232	221	232	230	16	232	232	222	11	229	11	26	231	12	231	232	12	242	16	12	234	238	7	231	230	231	218	233	12	14	232	234	232	14	11	231	234	24	215	231	217	231	22	232	6	10	231	12	11	12	231	18	11	19	232	11	18	14	95	11	12	232	0	11	232	11	11	230	18	11	9	11	12	11	11	11	11	11	222	11	15	11	11	12	232	231	11	11	231	231	11	232	124	232	232	11	12	12	222	3	12	11	11	11	20	10	231	234	234	11	216	11	234	12	171	18	232	11	11	12	13	11	234	12	11	11	231	98	232	12	11	11	232	231	236	231	11	233	232
CTX-M-170	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	400	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	0	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-171	207	208	233	230	205	207	207	207	207	234	2	231	206	244	256	208	231	232	2	208	375	205	208	233	204	231	7	232	208	231	207	231	204	2	206	229	208	203	221	210	208	208	209	204	208	205	231	2	208	234	222	208	206	244	229	208	2	208	231	207	9	233	18	207	230	229	232	2	22	208	215	6	203	209	231	15	231	232	231	205	207	210	243	230	207	229	231	221	202	232	2	139	231	208	207	2	211	234	207	209	207	231	10	231	232	1	231	8	207	230	214	230	232	7	211	231	208	207	2	203	140	229	230	207	209	206	230	231	3	209	228	204	207	204	208	228	207	232	230	205	230	231	232	4	234	231	235	207	231	234	234	222	231	230	207	232	231	0	231	231	207	234	231	230	231	232	231	231	231	231	231	207	231	232	231	231	232	207	208	231	231	208	208	230	206	217	2	207	231	230	230	208	232	232	231	231	229	238	232	207	209	209	231	205	231	209	230	203	234	209	230	229	230	233	231	5	232	229	231	208	221	207	230	231	231	209	208	212	208	231	206	2
CTX-M-172	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	0	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-173	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	0	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-174	5	2	231	231	3	3	3	3	3	235	207	230	4	242	255	4	230	233	207	2	359	199	4	234	198	232	206	230	6	228	3	230	198	206	4	228	4	65	144	198	2	4	6	198	193	3	230	207	4	235	227	2	2	242	230	4	205	2	230	3	207	233	213	3	231	231	231	207	213	11	115	206	199	3	230	208	230	233	230	5	3	9	240	231	3	230	232	169	198	235	207	207	230	6	199	207	199	233	3	5	200	228	208	230	229	206	231	205	3	231	15	233	231	207	10	234	2	1	207	201	209	231	231	3	7	4	231	231	206	5	227	198	3	200	2	232	3	233	229	4	231	230	231	208	235	230	236	3	230	235	233	143	230	231	3	230	230	207	230	230	0	235	230	230	230	231	230	230	230	230	230	198	230	230	230	230	231	3	2	230	229	2	2	229	3	117	207	3	230	231	231	199	232	231	230	230	228	239	232	5	7	5	230	199	230	7	231	69	235	3	229	228	231	232	230	208	231	229	230	2	145	3	231	230	230	3	2	9	2	230	4	207
CTX-M-175	237	236	16	12	235	235	235	235	235	2	234	13	236	26	44	236	13	2	234	236	398	220	234	1	221	17	232	11	236	13	235	13	221	233	235	25	234	173	95	230	234	236	237	221	226	234	11	234	234	2	32	236	234	26	13	236	234	236	13	235	232	2	241	235	12	10	12	234	240	240	122	235	220	235	10	237	13	18	13	236	235	240	24	13	235	11	11	72	221	16	234	239	13	235	223	234	231	2	235	237	224	13	231	13	26	233	10	233	233	12	245	7	12	236	241	17	236	235	234	220	238	12	8	235	235	233	12	13	235	235	24	219	234	219	236	20	235	14	12	234	12	13	12	233	2	13	3	235	13	2	16	96	13	12	235	18	13	234	13	13	235	0	13	15	13	12	13	13	13	13	13	223	13	15	13	13	12	235	236	13	13	236	236	13	235	124	234	235	13	12	12	224	17	12	13	13	13	20	14	234	237	237	13	222	13	237	12	171	2	237	13	13	12	13	13	236	12	13	13	236	96	235	12	13	13	237	236	237	236	13	236	234
CTX-M-176	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	0	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-177	232	231	9	5	230	230	230	230	230	15	230	6	231	22	38	231	6	13	230	231	400	221	231	14	220	11	228	8	231	6	230	6	220	229	230	24	231	168	89	225	231	231	232	220	221	229	6	230	231	15	29	231	229	22	6	231	230	231	6	230	228	13	237	230	5	5	7	230	236	235	118	231	219	232	7	233	6	11	6	231	230	235	21	6	230	4	6	64	220	11	230	233	6	231	221	230	226	15	230	232	223	6	227	6	27	229	7	229	230	5	240	13	7	232	236	10	231	230	230	221	232	5	9	230	232	230	7	8	231	232	23	220	229	220	231	21	230	9	5	229	5	6	7	229	15	6	16	230	6	15	9	90	6	5	230	9	6	230	6	6	230	15	6	0	6	7	6	6	6	6	6	222	6	8	6	6	7	230	231	6	6	231	231	6	230	120	230	230	6	5	5	223	6	7	6	6	6	13	3	230	232	232	6	221	6	232	5	166	15	232	6	6	7	8	6	232	7	6	6	231	92	230	5	6	6	232	231	234	231	6	231	230
CTX-M-178	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	0	3	2	2	2	2	2	225	2	4	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	2	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
